0,"('[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]', 0)","('[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]', 1)",0.5
1,"('[1, 0, 0, 0, 1, 1, 0, 0, 1, 1]', 0)","('[0, 1, 1, 1, 0, 1, 1, 1, 1, 0]', 1)",0.5
2,"('[0, 1, 0, 1, 0, 1, 0, 0, 0, 1]', 0)","('[1, 0, 0, 0, 1, 0, 1, 1, 0, 0]', 1)",0.7
3,"('[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]', 0)","('[1, 0, 0, 1, 0, 1, 1, 1, 0, 1]', 1)",0.5
4,"('[0, 0, 1, 1, 1, 0, 1, 0, 0, 0]', 0)","('[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]', 1)",0.4
5,"('[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]', 0)","('[1, 0, 1, 0, 1, 1, 1, 1, 1, 1]', 1)",0.4
6,"('[0, 1, 0, 0, 1, 0, 1, 1, 0, 1]', 0)","('[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]', 1)",0.4
7,"('[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]', 0)","('[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 1)",0.4
8,"('[1, 0, 0, 1, 1, 1, 0, 0, 1, 1]', 0)","('[0, 0, 1, 1, 1, 0, 0, 1, 1, 1]', 1)",1.0
9,"('[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]', 0)","('[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]', 1)",0.4
10,"('[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]', 0)","('[1, 1, 0, 0, 1, 1, 0, 1, 0, 0]', 1)",0.4
11,"('[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 0)","('[1, 0, 1, 0, 1, 1, 0, 0, 1, 1]', 1)",0.4
12,"('[1, 1, 1, 0, 0, 0, 0, 1, 1, 1]', 0)","('[0, 1, 0, 1, 0, 0, 0, 1, 1, 1]', 1)",0.6
13,"('[1, 1, 0, 0, 1, 0, 1, 1, 0, 0]', 0)","('[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]', 1)",0.4
14,"('[0, 0, 1, 0, 0, 0, 1, 0, 1, 1]', 0)","('[1, 1, 1, 1, 0, 0, 1, 1, 0, 1]', 1)",0.5
15,"('[1, 0, 1, 1, 0, 1, 0, 1, 1, 1]', 0)","('[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]', 1)",0.5
16,"('[0, 1, 0, 1, 1, 1, 1, 1, 0, 0]', 0)","('[0, 1, 0, 1, 0, 0, 1, 1, 1, 0]', 1)",0.4
17,"('[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]', 0)","('[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]', 1)",0.3
18,"('[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]', 0)","('[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]', 1)",0.5
19,"('[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]', 0)","('[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]', 1)",0.4
20,"('[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]', 0)","('[1, 1, 0, 0, 0, 1, 1, 1, 0, 0]', 1)",0.6
21,"('[1, 0, 0, 1, 1, 1, 0, 0, 0, 1]', 0)","('[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]', 1)",0.6
22,"('[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]', 0)","('[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]', 1)",0.5
23,"('[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]', 0)","('[1, 0, 0, 1, 1, 1, 0, 0, 0, 0]', 1)",0.3
24,"('[0, 1, 0, 1, 1, 1, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]', 1)",0.5
